,index2000,Player,Tm_2000,Pos,Age_2000,G_2000,GS_2000,Tgt_2000,Rec_2000,PassingYds_2000,PassingTD_2000,PassingAtt_2000,RushingYds_2000,RusingTD_2000,RushingAtt_2000,RecevingYds_2000,RecevingTD_2000,FantasyPoints_2000,Int_2000,Fumbeles_2000,FumblesLost_2000,Index_2001,Tm_2001,Age_2001,G_2001,GS_2001,Tgt_2001,Rec_2001,Passingyds_2001,PassingTD_2001,PassingAtt_2001,RushingYds_2001,RushingTD_2001,RushingAtt_2001,ReceivingYds_2001,ReceivingTD_2001,FantasyPoints_2001,Int_2001,Fumbles_2001,FumblesLost_2001,Index_2002,Tm_2002,Age_2002,G_2002,GS_2002,Tgt_2002,Rec_2002,PassingYds_2002,PassingTD_2002,PassingAtt_2002,Rushingyds_2002,RushingTD_2002,RushingAtt_2002,ReceivingYds_2002,ReceivingTD_2002,FantasyPoints_2002,Int_2002,Fumbles_2002,FumblesLost_2002,index2003,Tm_2003,Age_2003,G_2003,GS_2003,Tgt_2003,Rec_2003,PassingYds_2003,PassingTD_2003,PassingAtt_2003,RushingYds_2003,RusingTD_2003,RushingAtt_2003,RecevingYds_2003,RecevingTD_2003,FantasyPoints_2003,Int_2003,Fumbeles_2003,FumblesLost_2003,Index_2004,Tm_2004,Age_2004,G_2004,GS_2004,Tgt_2004,Rec_2004,Passingyds_2004,PassingTD_2004,PassingAtt_2004,RushingYds_2004,RushingTD_2004,RushingAtt_2004,ReceivingYds_2004,ReceivingTD_2004,FantasyPoints_2004,Int_2004,Fumbles_2004,FumblesLost_2004,Index_2005,Tm_2005,Age_2005,G_2005,GS_2005,Tgt_2005,Rec_2005,PassingYds_2005,PassingTD_2005,PassingAtt_2005,Rushingyds_2005,RushingTD_2005,RushingAtt_2005,ReceivingYds_2005,ReceivingTD_2005,FantasyPoints_2005,Int_2005,Fumbles_2005,FumblesLost_2005
133,130.0,Tony Banks,BAL,QB,27.0,11.0,8.0,0.0,0.0,1578.0,8.0,274.0,57.0,0.0,19.0,0.0,0.0,84.82000000000002,8.0,5.0,0.0,91.0,WAS,28.0,15.0,14.0,0.0,0.0,2386.0,10.0,370.0,152.0,2.0,47.0,0.0,0.0,134.64,10.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,221.0,HOU,30.0,7.0,3.0,0.0,0.0,693.0,5.0,102.0,27.0,0.0,6.0,0.0,0.0,44.42,3.0,1.0,0.0,485.0,HOU,31.0,5.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,394.0,HOU,32.0,2.0,0.0,0.0,0.0,173.0,1.0,25.0,-2.0,0.0,2.0,0.0,0.0,6.72,2.0,0.0,0.0
134,131.0,Sylvester Morris,KAN,WR,23.0,15.0,14.0,105.0,48.0,31.0,0.0,1.0,0.0,0.0,0.0,678.0,3.0,129.04,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,132.0,Mike Alstott,TAM,RB,27.0,13.0,13.0,19.0,13.0,0.0,0.0,1.0,465.0,5.0,131.0,93.0,0.0,94.8,0.0,3.0,2.0,44.0,TAM,28.0,16.0,16.0,50.0,35.0,0.0,0.0,0.0,680.0,10.0,165.0,231.0,1.0,188.1,0.0,2.0,2.0,106.0,TAM,29.0,16.0,9.0,48.0,35.0,0.0,0.0,0.0,548.0,5.0,146.0,242.0,2.0,152.0,0.0,4.0,2.0,266.0,TAM,30.0,4.0,3.0,12.0,10.0,0.0,0.0,0.0,77.0,2.0,27.0,83.0,0.0,38.0,0.0,0.0,0.0,184.0,TAM,31.0,14.0,11.0,41.0,29.0,0.0,0.0,0.0,230.0,2.0,67.0,202.0,0.0,80.2,0.0,2.0,2.0,148.0,TAM,32.0,16.0,7.0,38.0,25.0,0.0,0.0,0.0,80.0,6.0,34.0,222.0,1.0,97.2,0.0,0.0,0.0
136,133.0,Irving Fryar,WAS,WR,38.0,14.0,6.0,76.0,41.0,0.0,0.0,0.0,16.0,0.0,2.0,548.0,5.0,127.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,134.0,James Thrash,WAS,WR,25.0,16.0,9.0,74.0,50.0,0.0,0.0,0.0,82.0,0.0,10.0,653.0,2.0,133.5,0.0,1.0,1.0,61.0,PHI,26.0,15.0,15.0,108.0,63.0,0.0,0.0,0.0,57.0,0.0,6.0,833.0,8.0,198.0,0.0,1.0,1.0,73.0,PHI,27.0,16.0,16.0,107.0,52.0,0.0,0.0,0.0,126.0,2.0,18.0,635.0,6.0,174.1,0.0,1.0,1.0,168.0,PHI,28.0,16.0,16.0,92.0,49.0,0.0,0.0,0.0,52.0,0.0,5.0,558.0,1.0,116.0,0.0,0.0,0.0,309.0,WAS,29.0,16.0,3.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,37.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
138,135.0,Darnell Autry,PHI,RB,24.0,11.0,7.0,37.0,24.0,0.0,0.0,0.0,334.0,3.0,112.0,275.0,1.0,106.9,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,136.0,Jacquez Green,TAM,WR,24.0,16.0,16.0,103.0,51.0,0.0,0.0,0.0,13.0,0.0,5.0,773.0,1.0,135.60000000000002,0.0,0.0,0.0,191.0,TAM,25.0,12.0,10.0,59.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,1.0,82.2,0.0,0.0,0.0,330.0,2TM,26.0,10.0,0.0,21.0,5.0,0.0,0.0,0.0,9.0,0.0,2.0,94.0,0.0,13.3,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,137.0,Jerome Pathon,IND,WR,25.0,16.0,10.0,89.0,50.0,0.0,0.0,0.0,3.0,0.0,1.0,646.0,3.0,132.9,0.0,0.0,0.0,193.0,IND,26.0,4.0,3.0,32.0,24.0,0.0,0.0,0.0,-8.0,0.0,1.0,330.0,2.0,68.2,0.0,0.0,0.0,150.0,NOR,27.0,14.0,13.0,80.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,4.0,119.3,0.0,0.0,0.0,132.0,NOR,28.0,16.0,12.0,80.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,4.0,123.8,0.0,1.0,1.0,162.0,NOR,29.0,15.0,7.0,67.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1.0,96.1,0.0,1.0,1.0,468.0,ATL,30.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.8,0.0,0.0,0.0
141,138.0,Jeremy McDaniel,BUF,WR,24.0,16.0,6.0,69.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,2.0,124.7,0.0,0.0,0.0,327.0,BUF,25.0,7.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,23.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,139.0,Chris Warren,2TM,RB,32.0,14.0,1.0,43.0,32.0,0.0,0.0,0.0,296.0,2.0,74.0,303.0,1.0,105.9,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,140.0,Terrence Wilkins,IND,WR,25.0,14.0,7.0,67.0,43.0,0.0,0.0,0.0,8.0,0.0,3.0,569.0,3.0,112.7,0.0,4.0,3.0,231.0,IND,26.0,11.0,4.0,56.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,65.2,0.0,1.0,1.0,389.0,STL,27.0,13.0,0.0,6.0,5.0,0.0,0.0,0.0,56.0,0.0,6.0,31.0,0.0,11.7,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,141.0,Randy Jordan,OAK,RB,30.0,16.0,0.0,32.0,27.0,0.0,0.0,0.0,213.0,3.0,46.0,299.0,1.0,102.2,0.0,1.0,0.0,340.0,OAK,31.0,16.0,0.0,15.0,9.0,0.0,0.0,0.0,59.0,0.0,13.0,63.0,0.0,21.200000000000006,0.0,0.0,0.0,366.0,OAK,32.0,14.0,0.0,4.0,2.0,0.0,0.0,0.0,14.0,1.0,3.0,19.0,0.0,11.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,142.0,Torrance Small,PHI,WR,30.0,14.0,14.0,94.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,569.0,3.0,113.0,1.0,0.0,0.0,423.0,NWE,31.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,143.0,Fred Beasley,SFO,RB,26.0,15.0,15.0,51.0,31.0,0.0,0.0,0.0,147.0,3.0,50.0,233.0,3.0,105.0,0.0,0.0,0.0,267.0,SFO,27.0,15.0,12.0,28.0,16.0,0.0,0.0,0.0,73.0,1.0,23.0,99.0,0.0,37.2,0.0,1.0,1.0,266.0,SFO,28.0,16.0,14.0,32.0,22.0,0.0,0.0,0.0,75.0,0.0,26.0,152.0,1.0,50.7,0.0,0.0,0.0,273.0,SFO,29.0,16.0,11.0,28.0,19.0,0.0,0.0,0.0,24.0,0.0,17.0,184.0,1.0,45.8,0.0,0.0,0.0,407.0,SFO,30.0,14.0,10.0,25.0,10.0,0.0,0.0,0.0,15.0,0.0,9.0,44.0,0.0,15.9,0.0,0.0,0.0,480.0,SFO,31.0,9.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.2,0.0,0.0,0.0
147,144.0,Tim Couch,CLE,QB,23.0,7.0,7.0,0.0,0.0,1483.0,7.0,215.0,45.0,0.0,12.0,0.0,0.0,73.82,9.0,2.0,0.0,88.0,CLE,24.0,16.0,16.0,1.0,1.0,3040.0,17.0,454.0,128.0,0.0,38.0,-10.0,0.0,154.4,21.0,9.0,3.0,89.0,CLE,25.0,14.0,14.0,0.0,0.0,2842.0,18.0,443.0,77.0,0.0,23.0,0.0,0.0,153.38,18.0,6.0,2.0,140.0,CLE,26.0,10.0,8.0,1.0,1.0,1319.0,7.0,203.0,39.0,1.0,11.0,-3.0,0.0,73.36,6.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,145.0,Jeff George,WAS,QB,33.0,6.0,5.0,0.0,0.0,1389.0,7.0,194.0,24.0,0.0,7.0,0.0,0.0,71.96000000000002,6.0,3.0,1.0,449.0,WAS,34.0,2.0,2.0,0.0,0.0,168.0,0.0,42.0,0.0,0.0,4.0,0.0,0.0,-1.2800000000000002,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,146.0,Eddie Kennison,CHI,WR,27.0,16.0,10.0,95.0,55.0,0.0,0.0,0.0,72.0,0.0,3.0,549.0,2.0,129.1,0.0,1.0,0.0,168.0,2TM,28.0,13.0,7.0,50.0,31.0,0.0,0.0,0.0,22.0,0.0,5.0,491.0,1.0,88.3,0.0,1.0,0.0,113.0,KAN,29.0,16.0,14.0,92.0,53.0,0.0,0.0,0.0,58.0,0.0,7.0,906.0,2.0,161.4,0.0,0.0,0.0,52.0,KAN,30.0,16.0,16.0,99.0,56.0,0.0,0.0,0.0,9.0,0.0,2.0,853.0,5.0,170.20000000000005,0.0,1.0,1.0,41.0,KAN,31.0,14.0,14.0,106.0,62.0,0.0,0.0,0.0,15.0,0.0,2.0,1086.0,8.0,220.1,0.0,1.0,0.0,41.0,KAN,32.0,16.0,16.0,108.0,68.0,0.0,0.0,0.0,43.0,0.0,7.0,1102.0,5.0,210.5,0.0,1.0,1.0
150,147.0,Akili Smith,CIN,QB,25.0,12.0,11.0,0.0,0.0,1253.0,3.0,267.0,232.0,0.0,41.0,0.0,0.0,57.31999999999999,6.0,14.0,8.0,424.0,CIN,26.0,2.0,1.0,0.0,0.0,37.0,0.0,8.0,20.0,0.0,6.0,0.0,0.0,3.48,0.0,0.0,0.0,434.0,CIN,27.0,1.0,1.0,0.0,0.0,117.0,0.0,33.0,5.0,0.0,4.0,0.0,0.0,1.1799999999999995,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,148.0,J.J. Stokes,SFO,WR,28.0,16.0,3.0,53.0,30.0,0.0,0.0,0.0,6.0,0.0,1.0,524.0,3.0,101.0,0.0,0.0,0.0,113.0,SFO,29.0,16.0,16.0,90.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,7.0,154.5,0.0,0.0,0.0,228.0,SFO,30.0,13.0,8.0,55.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,1.0,71.2,0.0,0.0,0.0,331.0,2TM,31.0,7.0,3.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,30.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,149.0,Jim Harbaugh,SDG,QB,37.0,7.0,5.0,0.0,0.0,1416.0,8.0,202.0,24.0,0.0,16.0,0.0,0.0,65.04,10.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,150.0,J.R. Redmond,NWE,RB,23.0,12.0,5.0,29.0,20.0,0.0,0.0,0.0,406.0,1.0,125.0,126.0,2.0,91.2,0.0,2.0,0.0,263.0,NWE,24.0,12.0,0.0,21.0,13.0,0.0,0.0,0.0,119.0,0.0,35.0,132.0,0.0,38.1,0.0,0.0,0.0,456.0,NWE,25.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,2.7,0.0,0.0,0.0,428.0,OAK,26.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0,0.0,9.0,6.0,0.0,4.6,0.0,0.0,0.0,247.0,OAK,27.0,16.0,1.0,50.0,32.0,0.0,0.0,0.0,119.0,0.0,21.0,233.0,0.0,65.2,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
154,151.0,Thomas Jones,ARI,RB,22.0,14.0,4.0,46.0,32.0,0.0,0.0,0.0,373.0,2.0,112.0,208.0,0.0,96.1,0.0,4.0,3.0,132.0,ARI,23.0,16.0,2.0,24.0,21.0,0.0,0.0,0.0,380.0,5.0,112.0,151.0,0.0,102.1,0.0,2.0,1.0,154.0,ARI,24.0,9.0,9.0,30.0,20.0,0.0,0.0,0.0,511.0,2.0,138.0,113.0,0.0,90.4,0.0,3.0,2.0,117.0,TAM,25.0,16.0,3.0,31.0,24.0,0.0,0.0,0.0,627.0,3.0,137.0,180.0,0.0,118.7,0.0,4.0,2.0,55.0,CHI,26.0,14.0,14.0,72.0,56.0,0.0,0.0,0.0,948.0,7.0,240.0,427.0,0.0,233.5,0.0,2.0,1.0,20.0,CHI,27.0,15.0,15.0,39.0,26.0,0.0,0.0,0.0,1335.0,9.0,314.0,143.0,0.0,223.8,0.0,2.0,2.0
155,152.0,Troy Aikman,DAL,QB,34.0,11.0,11.0,0.0,0.0,1632.0,7.0,262.0,13.0,0.0,10.0,0.0,0.0,62.58,14.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,153.0,Napoleon Kaufman,OAK,RB,27.0,14.0,2.0,24.0,13.0,0.0,0.0,0.0,499.0,0.0,93.0,127.0,1.0,79.6,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,154.0,Leslie Shepherd,MIA,WR,31.0,13.0,11.0,59.0,35.0,0.0,0.0,0.0,3.0,0.0,4.0,446.0,4.0,103.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,155.0,Ricky Proehl,STL,WR,32.0,12.0,4.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,4.0,99.1,0.0,0.0,0.0,128.0,STL,33.0,16.0,2.0,55.0,40.0,0.0,0.0,0.0,5.0,0.0,1.0,563.0,5.0,126.8,0.0,0.0,0.0,156.0,STL,34.0,16.0,2.0,70.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,466.0,4.0,113.6,0.0,0.0,0.0,174.0,CAR,35.0,16.0,2.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,4.0,89.9,0.0,0.0,0.0,199.0,CAR,36.0,16.0,3.0,70.0,34.0,0.0,0.0,1.0,9.0,0.0,1.0,497.0,0.0,84.60000000000002,0.0,0.0,0.0,164.0,CAR,37.0,16.0,0.0,50.0,25.0,0.0,0.0,0.0,-8.0,0.0,1.0,441.0,4.0,92.3,0.0,0.0,0.0
159,156.0,Brandon Bennett,CIN,RB,27.0,16.0,0.0,29.0,19.0,0.0,0.0,0.0,324.0,3.0,90.0,168.0,0.0,84.19999999999997,0.0,2.0,1.0,212.0,CIN,28.0,16.0,1.0,26.0,20.0,0.0,0.0,0.0,232.0,0.0,50.0,150.0,0.0,58.2,0.0,1.0,0.0,262.0,CIN,29.0,12.0,0.0,25.0,18.0,0.0,0.0,0.0,155.0,0.0,33.0,109.0,0.0,42.4,0.0,2.0,1.0,231.0,CIN,30.0,16.0,0.0,32.0,25.0,0.0,0.0,0.0,173.0,0.0,56.0,176.0,1.0,61.90000000000001,0.0,2.0,2.0,388.0,CAR,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,6.0,0.0,0.0,7.7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
160,157.0,Randall Cunningham,DAL,QB,37.0,6.0,3.0,0.0,0.0,849.0,6.0,125.0,89.0,1.0,23.0,0.0,0.0,62.86,4.0,4.0,1.0,194.0,BAL,38.0,6.0,2.0,0.0,0.0,573.0,3.0,89.0,40.0,1.0,14.0,0.0,0.0,40.92,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,158.0,Kevin Johnson,CLE,WR,24.0,16.0,16.0,98.0,57.0,23.0,0.0,3.0,0.0,0.0,0.0,669.0,0.0,122.82,1.0,0.0,0.0,35.0,CLE,25.0,16.0,16.0,129.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,9.0,247.7,0.0,2.0,0.0,127.0,CLE,26.0,16.0,15.0,120.0,67.0,33.0,1.0,2.0,0.0,0.0,0.0,703.0,4.0,166.62,0.0,0.0,0.0,134.0,2TM,27.0,15.0,9.0,95.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,634.0,3.0,139.4,0.0,0.0,0.0,223.0,BAL,28.0,16.0,5.0,61.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,373.0,1.0,76.3,0.0,1.0,1.0,345.0,DET,29.0,6.0,2.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,30.3,0.0,0.0,0.0
162,159.0,Marcus Pollard,IND,WR,28.0,16.0,14.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,3.0,91.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,160.0,Germane Crowell,DET,WR,24.0,9.0,7.0,73.0,34.0,0.0,0.0,0.0,12.0,0.0,1.0,430.0,3.0,96.2,0.0,0.0,0.0,198.0,DET,25.0,5.0,4.0,38.0,22.0,0.0,0.0,0.0,6.0,0.0,1.0,289.0,2.0,63.5,0.0,1.0,0.0,278.0,DET,26.0,10.0,5.0,47.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,48.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,161.0,Marty Booker,CHI,WR,24.0,15.0,7.0,74.0,47.0,0.0,0.0,0.0,-1.0,0.0,2.0,490.0,2.0,105.9,0.0,2.0,1.0,38.0,CHI,25.0,16.0,16.0,157.0,100.0,34.0,1.0,2.0,8.0,0.0,4.0,1071.0,8.0,259.26,0.0,2.0,1.0,39.0,CHI,26.0,16.0,16.0,168.0,97.0,44.0,1.0,5.0,0.0,0.0,0.0,1189.0,6.0,257.66,0.0,0.0,0.0,120.0,CHI,27.0,13.0,13.0,105.0,52.0,0.0,0.0,0.0,-7.0,0.0,3.0,715.0,4.0,146.8,0.0,1.0,0.0,144.0,MIA,28.0,15.0,15.0,105.0,50.0,48.0,0.0,1.0,-8.0,0.0,1.0,638.0,1.0,120.92,0.0,0.0,0.0,129.0,MIA,29.0,15.0,12.0,86.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,686.0,3.0,125.6,0.0,0.0,0.0
165,162.0,Zack Crockett,OAK,RB,28.0,16.0,4.0,15.0,10.0,0.0,0.0,0.0,130.0,7.0,43.0,62.0,0.0,71.2,0.0,0.0,0.0,180.0,OAK,29.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,145.0,6.0,57.0,10.0,0.0,51.5,0.0,1.0,1.0,178.0,OAK,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,8.0,40.0,0.0,0.0,59.8,0.0,0.0,0.0,176.0,OAK,31.0,16.0,7.0,12.0,7.0,0.0,0.0,0.0,145.0,7.0,48.0,53.0,0.0,66.8,0.0,1.0,1.0,219.0,OAK,32.0,16.0,9.0,20.0,16.0,0.0,0.0,0.0,232.0,2.0,48.0,87.0,0.0,59.9,0.0,0.0,0.0,237.0,OAK,33.0,16.0,10.0,18.0,13.0,0.0,0.0,0.0,208.0,1.0,60.0,111.0,0.0,50.90000000000001,0.0,1.0,0.0
166,163.0,Herman Moore,DET,WR,31.0,15.0,11.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,3.0,101.4,0.0,0.0,0.0,371.0,DET,32.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,11.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,164.0,David Patten,CLE,WR,26.0,14.0,11.0,72.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,1.0,96.6,0.0,2.0,1.0,102.0,NWE,27.0,16.0,14.0,94.0,51.0,60.0,1.0,2.0,67.0,1.0,5.0,749.0,4.0,167.0,1.0,1.0,0.0,107.0,NWE,28.0,16.0,14.0,120.0,61.0,0.0,0.0,1.0,6.0,0.0,2.0,824.0,5.0,174.0,0.0,0.0,0.0,340.0,NWE,29.0,6.0,5.0,22.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,140.0,0.0,23.4,0.0,0.0,0.0,100.0,NWE,30.0,16.0,11.0,95.0,44.0,0.0,0.0,0.0,5.0,0.0,1.0,800.0,7.0,166.5,0.0,0.0,0.0,299.0,WAS,31.0,9.0,7.0,53.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,43.7,0.0,0.0,0.0
168,165.0,Antowain Smith,BUF,RB,28.0,11.0,3.0,5.0,3.0,0.0,0.0,0.0,354.0,4.0,101.0,20.0,0.0,64.4,0.0,1.0,0.0,13.0,NWE,29.0,16.0,15.0,28.0,19.0,0.0,0.0,0.0,1157.0,12.0,287.0,192.0,1.0,223.9,0.0,4.0,4.0,47.0,NWE,30.0,16.0,15.0,42.0,31.0,0.0,0.0,0.0,982.0,6.0,252.0,243.0,2.0,199.5,0.0,2.0,1.0,122.0,NWE,31.0,13.0,6.0,16.0,14.0,0.0,0.0,0.0,642.0,3.0,182.0,92.0,0.0,103.4,0.0,1.0,1.0,128.0,TEN,32.0,13.0,4.0,26.0,22.0,0.0,0.0,0.0,509.0,4.0,137.0,169.0,0.0,111.8,0.0,2.0,1.0,127.0,NOR,33.0,16.0,7.0,15.0,12.0,0.0,0.0,0.0,659.0,3.0,166.0,46.0,0.0,96.5,0.0,2.0,2.0
169,166.0,Duce Staley,PHI,RB,25.0,5.0,5.0,33.0,25.0,0.0,0.0,0.0,344.0,1.0,79.0,201.0,0.0,81.5,0.0,3.0,2.0,54.0,PHI,26.0,13.0,10.0,91.0,63.0,0.0,0.0,0.0,604.0,2.0,166.0,626.0,2.0,208.0,0.0,3.0,1.0,21.0,PHI,27.0,16.0,16.0,69.0,51.0,0.0,0.0,0.0,1029.0,5.0,269.0,541.0,3.0,256.0,0.0,3.0,0.0,96.0,PHI,28.0,16.0,4.0,47.0,36.0,0.0,0.0,0.0,463.0,5.0,96.0,382.0,2.0,158.5,0.0,2.0,2.0,126.0,PIT,29.0,10.0,10.0,12.0,6.0,0.0,0.0,0.0,830.0,1.0,192.0,55.0,0.0,96.5,0.0,3.0,2.0,288.0,PIT,30.0,5.0,1.0,7.0,6.0,0.0,0.0,0.0,148.0,1.0,38.0,34.0,0.0,30.20000000000001,0.0,1.0,0.0
170,167.0,Tim Dwight,ATL,WR,25.0,14.0,1.0,53.0,26.0,0.0,0.0,0.0,8.0,0.0,5.0,406.0,3.0,81.39999999999998,0.0,3.0,2.0,184.0,SDG,26.0,10.0,2.0,50.0,25.0,0.0,0.0,0.0,24.0,1.0,2.0,406.0,0.0,74.0,0.0,1.0,0.0,136.0,SDG,27.0,16.0,14.0,93.0,50.0,0.0,0.0,0.0,108.0,1.0,12.0,623.0,2.0,141.1,0.0,1.0,0.0,268.0,SDG,28.0,9.0,3.0,31.0,14.0,0.0,0.0,0.0,88.0,0.0,9.0,193.0,0.0,40.1,0.0,1.0,1.0,337.0,SDG,29.0,12.0,0.0,5.0,2.0,0.0,0.0,0.0,54.0,0.0,4.0,31.0,1.0,16.5,0.0,0.0,0.0,197.0,NWE,30.0,16.0,1.0,34.0,19.0,0.0,0.0,0.0,11.0,0.0,4.0,332.0,3.0,71.3,0.0,1.0,0.0
