,index2000,Player,Tm_2000,Pos,Age_2000,G_2000,GS_2000,Tgt_2000,Rec_2000,PassingYds_2000,PassingTD_2000,PassingAtt_2000,RushingYds_2000,RusingTD_2000,RushingAtt_2000,RecevingYds_2000,RecevingTD_2000,FantasyPoints_2000,Int_2000,Fumbeles_2000,FumblesLost_2000,Index_2001,Tm_2001,Age_2001,G_2001,GS_2001,Tgt_2001,Rec_2001,Passingyds_2001,PassingTD_2001,PassingAtt_2001,RushingYds_2001,RushingTD_2001,RushingAtt_2001,ReceivingYds_2001,ReceivingTD_2001,FantasyPoints_2001,Int_2001,Fumbles_2001,FumblesLost_2001,Index_2002,Tm_2002,Age_2002,G_2002,GS_2002,Tgt_2002,Rec_2002,PassingYds_2002,PassingTD_2002,PassingAtt_2002,Rushingyds_2002,RushingTD_2002,RushingAtt_2002,ReceivingYds_2002,ReceivingTD_2002,FantasyPoints_2002,Int_2002,Fumbles_2002,FumblesLost_2002,index2003,Tm_2003,Age_2003,G_2003,GS_2003,Tgt_2003,Rec_2003,PassingYds_2003,PassingTD_2003,PassingAtt_2003,RushingYds_2003,RusingTD_2003,RushingAtt_2003,RecevingYds_2003,RecevingTD_2003,FantasyPoints_2003,Int_2003,Fumbeles_2003,FumblesLost_2003,Index_2004,Tm_2004,Age_2004,G_2004,GS_2004,Tgt_2004,Rec_2004,Passingyds_2004,PassingTD_2004,PassingAtt_2004,RushingYds_2004,RushingTD_2004,RushingAtt_2004,ReceivingYds_2004,ReceivingTD_2004,FantasyPoints_2004,Int_2004,Fumbles_2004,FumblesLost_2004,Index_2005,Tm_2005,Age_2005,G_2005,GS_2005,Tgt_2005,Rec_2005,PassingYds_2005,PassingTD_2005,PassingAtt_2005,Rushingyds_2005,RushingTD_2005,RushingAtt_2005,ReceivingYds_2005,ReceivingTD_2005,FantasyPoints_2005,Int_2005,Fumbles_2005,FumblesLost_2005
0,0.0,Marshall Faulk,STL,RB,27.0,14.0,14.0,113.0,81.0,0.0,0.0,0.0,1359.0,18.0,253.0,830.0,8.0,455.9,0.0,0.0,0.0,0.0,STL,28.0,14.0,14.0,104.0,83.0,0.0,0.0,1.0,1382.0,12.0,260.0,765.0,9.0,417.7,0.0,3.0,3.0,18.0,STL,29.0,14.0,10.0,102.0,80.0,0.0,0.0,0.0,953.0,8.0,212.0,537.0,2.0,283.0,0.0,4.0,3.0,35.0,STL,30.0,11.0,11.0,61.0,45.0,0.0,0.0,0.0,818.0,10.0,209.0,290.0,1.0,221.8,0.0,0.0,0.0,95.0,STL,31.0,14.0,14.0,65.0,50.0,0.0,0.0,0.0,774.0,3.0,195.0,310.0,1.0,180.4,0.0,2.0,1.0,165.0,STL,32.0,16.0,1.0,58.0,44.0,0.0,0.0,0.0,292.0,0.0,65.0,291.0,1.0,106.3,0.0,2.0,1.0
1,1.0,Edgerrin James,IND,RB,22.0,16.0,16.0,87.0,63.0,0.0,0.0,0.0,1709.0,13.0,387.0,594.0,5.0,393.3,0.0,5.0,4.0,109.0,IND,23.0,6.0,6.0,29.0,24.0,0.0,0.0,0.0,662.0,3.0,151.0,193.0,0.0,123.5,0.0,3.0,2.0,66.0,IND,24.0,14.0,14.0,80.0,61.0,0.0,0.0,0.0,989.0,2.0,277.0,354.0,1.0,209.3,0.0,4.0,2.0,15.0,IND,25.0,13.0,13.0,71.0,51.0,0.0,0.0,0.0,1259.0,11.0,310.0,292.0,0.0,266.1,0.0,5.0,3.0,9.0,IND,26.0,16.0,16.0,60.0,51.0,0.0,0.0,0.0,1548.0,9.0,334.0,483.0,0.0,304.1,0.0,6.0,2.0,4.0,IND,27.0,15.0,15.0,50.0,44.0,0.0,0.0,0.0,1506.0,13.0,360.0,337.0,1.0,310.3,0.0,2.0,1.0
2,2.0,Daunte Culpepper,MIN,QB,23.0,16.0,16.0,0.0,0.0,3937.0,33.0,474.0,470.0,7.0,89.0,0.0,0.0,334.48,16.0,11.0,6.0,78.0,MIN,24.0,11.0,11.0,1.0,1.0,2612.0,14.0,366.0,416.0,5.0,71.0,0.0,0.0,195.08,13.0,16.0,6.0,24.0,MIN,25.0,16.0,16.0,0.0,0.0,3853.0,18.0,549.0,609.0,10.0,106.0,0.0,0.0,283.02,23.0,23.0,9.0,22.0,MIN,26.0,14.0,14.0,0.0,0.0,3479.0,25.0,454.0,422.0,4.0,73.0,0.0,0.0,271.36,11.0,16.0,6.0,1.0,MIN,27.0,16.0,16.0,0.0,0.0,4717.0,39.0,548.0,406.0,2.0,88.0,0.0,0.0,365.28,11.0,9.0,5.0,132.0,MIN,28.0,7.0,7.0,0.0,0.0,1564.0,6.0,216.0,147.0,1.0,24.0,0.0,0.0,77.26,12.0,5.0,3.0
3,3.0,Jeff Garcia,SFO,QB,30.0,16.0,16.0,0.0,0.0,4278.0,31.0,561.0,414.0,4.0,72.0,0.0,0.0,338.52,10.0,7.0,1.0,8.0,SFO,31.0,16.0,16.0,0.0,0.0,3538.0,32.0,504.0,254.0,5.0,72.0,0.0,0.0,294.92,12.0,9.0,3.0,40.0,SFO,32.0,16.0,16.0,0.0,0.0,3344.0,21.0,528.0,353.0,3.0,73.0,0.0,0.0,247.06,10.0,2.0,2.0,61.0,SFO,33.0,13.0,13.0,1.0,1.0,2704.0,18.0,392.0,319.0,7.0,56.0,6.0,0.0,223.66,13.0,9.0,3.0,101.0,CLE,34.0,11.0,10.0,0.0,0.0,1731.0,10.0,252.0,169.0,2.0,35.0,0.0,0.0,106.14,9.0,9.0,7.0,204.0,DET,35.0,6.0,5.0,0.0,0.0,937.0,3.0,173.0,51.0,1.0,17.0,0.0,0.0,48.58,6.0,1.0,0.0
4,4.0,Eddie George,TEN,RB,27.0,16.0,16.0,65.0,50.0,0.0,0.0,0.0,1509.0,14.0,403.0,453.0,2.0,334.2,0.0,5.0,4.0,53.0,TEN,28.0,16.0,16.0,51.0,37.0,0.0,0.0,0.0,939.0,5.0,315.0,279.0,0.0,176.8,0.0,8.0,6.0,12.0,TEN,29.0,16.0,16.0,46.0,36.0,0.0,0.0,0.0,1165.0,12.0,343.0,255.0,2.0,260.0,0.0,1.0,1.0,60.0,TEN,30.0,16.0,16.0,31.0,22.0,0.0,0.0,0.0,1031.0,5.0,312.0,163.0,0.0,171.39999999999995,0.0,1.0,0.0,138.0,DAL,31.0,13.0,8.0,13.0,9.0,0.0,0.0,0.0,432.0,4.0,132.0,83.0,0.0,82.5,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
5,5.0,Randy Moss,MIN,WR,23.0,16.0,16.0,129.0,77.0,0.0,0.0,0.0,5.0,0.0,3.0,1437.0,15.0,311.2,0.0,2.0,0.0,18.0,MIN,24.0,16.0,16.0,154.0,82.0,29.0,0.0,1.0,38.0,0.0,3.0,1233.0,10.0,270.26,0.0,0.0,0.0,19.0,MIN,25.0,16.0,16.0,185.0,106.0,13.0,1.0,3.0,51.0,0.0,6.0,1347.0,7.0,290.32,0.0,1.0,1.0,4.0,MIN,26.0,16.0,16.0,172.0,111.0,0.0,0.0,1.0,18.0,0.0,6.0,1632.0,17.0,376.0,0.0,1.0,1.0,46.0,MIN,27.0,13.0,13.0,86.0,49.0,37.0,0.0,2.0,0.0,0.0,0.0,767.0,13.0,201.18,1.0,1.0,1.0,34.0,OAK,28.0,16.0,15.0,123.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,8.0,208.5,0.0,0.0,0.0
6,6.0,Tony Gonzalez,KAN,TE,24.0,16.0,16.0,150.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.0,9.0,267.3,0.0,0.0,0.0,20.0,KAN,25.0,16.0,16.0,118.0,73.0,40.0,0.0,1.0,9.0,0.0,1.0,917.0,6.0,203.2,0.0,0.0,0.0,27.0,KAN,26.0,16.0,16.0,99.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,7.0,182.3,0.0,0.0,0.0,12.0,KAN,27.0,16.0,16.0,106.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,10.0,222.6,0.0,0.0,0.0,10.0,KAN,28.0,16.0,16.0,148.0,102.0,0.0,0.0,0.0,5.0,0.0,1.0,1258.0,7.0,270.3,0.0,0.0,0.0,36.0,KAN,29.0,16.0,16.0,116.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2.0,180.5,0.0,0.0,0.0
7,7.0,Terrell Owens,SFO,WR,27.0,14.0,13.0,146.0,97.0,0.0,0.0,0.0,11.0,0.0,3.0,1451.0,13.0,319.2000000000001,0.0,3.0,1.0,6.0,SFO,28.0,16.0,16.0,155.0,93.0,0.0,0.0,0.0,21.0,0.0,4.0,1412.0,16.0,332.3,0.0,0.0,0.0,11.0,SFO,29.0,14.0,14.0,159.0,100.0,0.0,0.0,0.0,79.0,1.0,7.0,1300.0,13.0,321.9,0.0,0.0,0.0,26.0,SFO,30.0,15.0,15.0,146.0,80.0,0.0,0.0,0.0,-2.0,0.0,3.0,1102.0,9.0,244.0,0.0,0.0,0.0,14.0,PHI,31.0,14.0,14.0,127.0,77.0,0.0,0.0,0.0,-5.0,0.0,3.0,1200.0,14.0,278.5,0.0,2.0,1.0,99.0,PHI,32.0,7.0,7.0,92.0,47.0,0.0,0.0,0.0,2.0,0.0,1.0,763.0,6.0,159.5,0.0,0.0,0.0
8,8.0,Marvin Harrison,IND,WR,28.0,16.0,16.0,169.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,14.0,327.3,0.0,2.0,0.0,4.0,IND,29.0,16.0,16.0,164.0,109.0,0.0,0.0,0.0,3.0,0.0,1.0,1524.0,15.0,351.7,0.0,0.0,0.0,6.0,IND,30.0,16.0,16.0,205.0,143.0,0.0,0.0,0.0,10.0,0.0,2.0,1722.0,11.0,382.2,0.0,0.0,0.0,14.0,IND,31.0,15.0,15.0,142.0,94.0,0.0,0.0,0.0,3.0,0.0,1.0,1272.0,10.0,279.5,0.0,2.0,1.0,15.0,IND,32.0,16.0,16.0,139.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,15.0,285.3,0.0,1.0,1.0,17.0,IND,33.0,15.0,15.0,134.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,12.0,268.6,0.0,0.0,0.0
9,9.0,Rod Smith,DEN,WR,30.0,16.0,16.0,173.0,100.0,0.0,0.0,0.0,99.0,1.0,6.0,1602.0,8.0,322.1,0.0,1.0,1.0,14.0,DEN,31.0,15.0,14.0,172.0,113.0,0.0,0.0,0.0,27.0,0.0,3.0,1343.0,11.0,316.0,0.0,1.0,0.0,63.0,DEN,32.0,16.0,16.0,147.0,89.0,0.0,0.0,1.0,9.0,0.0,6.0,1027.0,5.0,220.6,0.0,1.0,1.0,54.0,DEN,33.0,15.0,15.0,114.0,74.0,72.0,0.0,1.0,98.0,0.0,10.0,845.0,3.0,189.18,0.0,0.0,0.0,42.0,DEN,34.0,16.0,16.0,136.0,79.0,0.0,0.0,0.0,33.0,0.0,5.0,1144.0,7.0,238.7,0.0,4.0,0.0,35.0,DEN,35.0,16.0,16.0,126.0,85.0,0.0,0.0,1.0,7.0,0.0,1.0,1105.0,6.0,228.2,0.0,2.0,2.0
10,10.0,Mike Anderson,DEN,RB,27.0,16.0,12.0,32.0,23.0,0.0,0.0,0.0,1487.0,15.0,297.0,169.0,0.0,270.6,0.0,4.0,4.0,116.0,DEN,28.0,16.0,7.0,12.0,8.0,0.0,0.0,0.0,678.0,4.0,175.0,46.0,0.0,102.4,0.0,1.0,1.0,149.0,DEN,29.0,15.0,12.0,24.0,18.0,0.0,0.0,0.0,386.0,2.0,84.0,167.0,2.0,95.3,0.0,2.0,1.0,177.0,DEN,30.0,12.0,5.0,15.0,12.0,0.0,0.0,0.0,257.0,3.0,70.0,53.0,2.0,73.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.0,Rich Gannon,OAK,QB,35.0,16.0,16.0,0.0,0.0,3430.0,28.0,473.0,529.0,4.0,89.0,0.0,0.0,294.1,11.0,9.0,5.0,15.0,OAK,36.0,16.0,16.0,0.0,0.0,3828.0,27.0,549.0,231.0,2.0,63.0,0.0,0.0,264.22,9.0,13.0,7.0,13.0,OAK,37.0,16.0,16.0,0.0,0.0,4689.0,26.0,618.0,156.0,3.0,50.0,0.0,0.0,299.16,10.0,9.0,3.0,158.0,OAK,38.0,7.0,7.0,0.0,0.0,1274.0,6.0,225.0,18.0,0.0,6.0,0.0,0.0,68.76,4.0,2.0,0.0,251.0,OAK,39.0,3.0,3.0,0.0,0.0,524.0,3.0,68.0,26.0,0.0,5.0,0.0,0.0,29.56,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12,12.0,Ahman Green,GNB,RB,23.0,16.0,11.0,99.0,73.0,0.0,0.0,1.0,1175.0,10.0,263.0,559.0,3.0,316.4,0.0,6.0,4.0,2.0,GNB,24.0,16.0,16.0,82.0,62.0,0.0,0.0,0.0,1387.0,9.0,304.0,594.0,2.0,318.1,0.0,5.0,4.0,15.0,GNB,25.0,14.0,14.0,74.0,57.0,0.0,0.0,0.0,1240.0,7.0,286.0,393.0,2.0,268.3,0.0,4.0,3.0,1.0,GNB,26.0,16.0,16.0,60.0,50.0,0.0,0.0,0.0,1883.0,15.0,355.0,367.0,5.0,385.0,0.0,7.0,5.0,30.0,GNB,27.0,15.0,15.0,51.0,40.0,20.0,1.0,1.0,1163.0,7.0,259.0,275.0,1.0,228.6,0.0,7.0,4.0,231.0,GNB,28.0,5.0,5.0,27.0,19.0,0.0,0.0,0.0,255.0,0.0,77.0,147.0,0.0,59.2,0.0,1.0,0.0
13,13.0,Peyton Manning,IND,QB,24.0,16.0,16.0,0.0,0.0,4413.0,33.0,571.0,116.0,1.0,37.0,0.0,0.0,290.12,15.0,5.0,3.0,21.0,IND,25.0,16.0,16.0,0.0,0.0,4131.0,26.0,547.0,157.0,4.0,35.0,0.0,0.0,256.94,23.0,7.0,3.0,34.0,IND,26.0,16.0,16.0,0.0,0.0,4200.0,27.0,591.0,148.0,2.0,38.0,0.0,0.0,260.8,19.0,6.0,2.0,30.0,IND,27.0,16.0,16.0,1.0,1.0,4267.0,29.0,566.0,26.0,0.0,28.0,-2.0,0.0,266.08000000000004,10.0,6.0,2.0,4.0,IND,28.0,16.0,16.0,0.0,0.0,4557.0,49.0,497.0,38.0,0.0,25.0,0.0,0.0,360.08,10.0,5.0,1.0,31.0,IND,29.0,16.0,16.0,0.0,0.0,3747.0,28.0,453.0,45.0,0.0,33.0,0.0,0.0,244.38,10.0,5.0,1.0
14,14.0,Fred Taylor,JAX,RB,24.0,13.0,13.0,53.0,36.0,0.0,0.0,0.0,1399.0,12.0,292.0,240.0,2.0,279.9,0.0,4.0,2.0,334.0,JAX,25.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,116.0,0.0,30.0,13.0,0.0,12.9,0.0,1.0,1.0,14.0,JAX,26.0,16.0,16.0,57.0,49.0,0.0,0.0,0.0,1314.0,8.0,287.0,408.0,0.0,265.2,0.0,3.0,2.0,9.0,JAX,27.0,16.0,16.0,74.0,48.0,0.0,0.0,0.0,1572.0,6.0,345.0,370.0,1.0,276.2,0.0,6.0,4.0,57.0,JAX,28.0,14.0,14.0,58.0,36.0,0.0,0.0,0.0,1224.0,2.0,260.0,345.0,1.0,206.9,0.0,3.0,2.0,109.0,JAX,29.0,11.0,11.0,18.0,13.0,0.0,0.0,0.0,787.0,3.0,194.0,83.0,0.0,118.0,0.0,0.0,0.0
15,15.0,Robert Smith,MIN,RB,28.0,16.0,16.0,44.0,36.0,0.0,0.0,0.0,1521.0,7.0,295.0,348.0,3.0,280.9,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16.0,Jamal Lewis,BAL,WR,21.0,16.0,13.0,36.0,27.0,0.0,0.0,0.0,1364.0,6.0,309.0,296.0,0.0,225.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.0,Derrick Alexander,KAN,WR,29.0,16.0,16.0,144.0,78.0,0.0,0.0,0.0,45.0,0.0,3.0,1391.0,10.0,281.6,0.0,0.0,0.0,156.0,KAN,30.0,13.0,11.0,68.0,27.0,0.0,0.0,0.0,16.0,0.0,2.0,470.0,3.0,93.6,0.0,0.0,0.0,306.0,MIN,31.0,8.0,5.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,33.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18.0,Donovan McNabb,PHI,QB,24.0,16.0,16.0,4.0,2.0,3365.0,21.0,569.0,629.0,6.0,86.0,5.0,0.0,286.0,13.0,7.0,4.0,23.0,PHI,25.0,16.0,16.0,0.0,0.0,3233.0,25.0,493.0,482.0,2.0,82.0,0.0,0.0,259.52,12.0,8.0,3.0,68.0,PHI,26.0,10.0,10.0,1.0,0.0,2289.0,17.0,361.0,460.0,6.0,63.0,0.0,0.0,219.56,6.0,6.0,5.0,78.0,PHI,27.0,16.0,16.0,1.0,1.0,3216.0,16.0,478.0,355.0,3.0,71.0,-7.0,0.0,218.44,11.0,9.0,3.0,16.0,PHI,28.0,15.0,15.0,0.0,0.0,3875.0,31.0,469.0,220.0,3.0,41.0,0.0,0.0,291.0,8.0,8.0,6.0,85.0,PHI,29.0,9.0,9.0,0.0,0.0,2507.0,16.0,357.0,55.0,1.0,25.0,0.0,0.0,151.78,9.0,8.0,3.0
19,19.0,Isaac Bruce,STL,WR,28.0,16.0,16.0,135.0,87.0,0.0,0.0,0.0,11.0,0.0,1.0,1471.0,9.0,287.2000000000001,0.0,1.0,1.0,47.0,STL,29.0,16.0,16.0,103.0,64.0,0.0,0.0,0.0,23.0,0.0,4.0,1106.0,6.0,208.9,0.0,4.0,2.0,50.0,STL,30.0,16.0,16.0,130.0,79.0,0.0,0.0,0.0,18.0,0.0,3.0,1075.0,7.0,226.3,0.0,2.0,2.0,43.0,STL,31.0,15.0,15.0,119.0,69.0,66.0,0.0,2.0,17.0,0.0,2.0,981.0,5.0,201.44,0.0,0.0,0.0,32.0,STL,32.0,16.0,16.0,148.0,89.0,0.0,0.0,2.0,0.0,0.0,0.0,1292.0,6.0,246.2,0.0,5.0,4.0,153.0,STL,33.0,11.0,10.0,71.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,3.0,106.5,0.0,0.0,0.0
20,20.0,Curtis Martin,NYJ,RB,27.0,16.0,16.0,96.0,70.0,18.0,1.0,1.0,1204.0,9.0,316.0,508.0,2.0,307.92,0.0,2.0,2.0,5.0,NYJ,28.0,16.0,16.0,63.0,53.0,18.0,1.0,1.0,1513.0,10.0,333.0,320.0,0.0,297.02,0.0,2.0,2.0,32.0,NYJ,29.0,16.0,16.0,56.0,49.0,0.0,0.0,0.0,1094.0,7.0,261.0,362.0,0.0,236.6,0.0,0.0,0.0,45.0,NYJ,30.0,16.0,16.0,53.0,42.0,0.0,0.0,0.0,1308.0,2.0,323.0,262.0,0.0,207.0,0.0,2.0,2.0,5.0,NYJ,31.0,16.0,16.0,49.0,41.0,0.0,0.0,0.0,1697.0,12.0,371.0,245.0,2.0,319.2,0.0,2.0,0.0,98.0,NYJ,32.0,12.0,12.0,30.0,24.0,0.0,0.0,0.0,735.0,5.0,220.0,118.0,0.0,137.3,0.0,2.0,1.0
21,21.0,Torry Holt,STL,WR,24.0,16.0,15.0,139.0,82.0,0.0,0.0,0.0,7.0,0.0,2.0,1635.0,6.0,278.2,0.0,2.0,2.0,27.0,STL,25.0,16.0,14.0,133.0,81.0,0.0,0.0,0.0,0.0,0.0,2.0,1363.0,7.0,259.3,0.0,2.0,0.0,44.0,STL,26.0,16.0,11.0,160.0,91.0,0.0,0.0,0.0,18.0,0.0,2.0,1302.0,4.0,245.0,0.0,1.0,1.0,5.0,STL,27.0,16.0,15.0,183.0,117.0,0.0,0.0,0.0,5.0,0.0,1.0,1696.0,12.0,359.1,0.0,1.0,0.0,17.0,STL,28.0,16.0,16.0,135.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,10.0,291.2,0.0,3.0,0.0,15.0,STL,29.0,14.0,14.0,163.0,102.0,0.0,0.0,0.0,2.0,0.0,1.0,1331.0,9.0,289.3,0.0,2.0,0.0
22,22.0,Ricky Watters,SEA,RB,31.0,16.0,16.0,92.0,63.0,0.0,0.0,0.0,1242.0,7.0,278.0,613.0,2.0,298.5,0.0,5.0,2.0,186.0,SEA,32.0,5.0,4.0,22.0,11.0,0.0,0.0,0.0,318.0,1.0,72.0,107.0,0.0,59.5,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23.0,Charlie Garner,SFO,RB,28.0,16.0,15.0,94.0,68.0,0.0,0.0,0.0,1142.0,7.0,258.0,647.0,3.0,300.9,0.0,4.0,3.0,43.0,OAK,29.0,16.0,16.0,91.0,72.0,0.0,0.0,0.0,839.0,1.0,211.0,578.0,2.0,227.7,0.0,2.0,2.0,7.0,OAK,30.0,16.0,15.0,111.0,91.0,0.0,0.0,0.0,962.0,7.0,182.0,941.0,4.0,347.3,0.0,0.0,0.0,100.0,OAK,31.0,14.0,9.0,70.0,48.0,0.0,0.0,0.0,553.0,3.0,120.0,386.0,1.0,165.89999999999995,0.0,1.0,0.0,321.0,TAM,32.0,3.0,3.0,14.0,9.0,0.0,0.0,0.0,111.0,0.0,30.0,62.0,0.0,26.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
24,24.0,Lamar Smith,MIA,RB,30.0,15.0,15.0,38.0,31.0,0.0,0.0,1.0,1139.0,14.0,309.0,201.0,2.0,255.0,0.0,3.0,3.0,36.0,MIA,31.0,16.0,16.0,35.0,30.0,0.0,0.0,0.0,968.0,6.0,313.0,234.0,2.0,188.2,0.0,6.0,5.0,96.0,CAR,32.0,11.0,11.0,26.0,20.0,0.0,0.0,0.0,737.0,7.0,209.0,167.0,0.0,148.4,0.0,2.0,2.0,406.0,NOR,33.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,61.0,0.0,11.0,2.0,0.0,7.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25.0,Ed McCaffrey,DEN,WR,32.0,16.0,16.0,149.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.0,9.0,286.7,0.0,0.0,0.0,313.0,DEN,33.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,21.4,0.0,0.0,0.0,124.0,DEN,34.0,16.0,16.0,103.0,69.0,0.0,0.0,0.0,22.0,0.0,2.0,903.0,2.0,171.5,0.0,1.0,1.0,297.0,DEN,35.0,12.0,7.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,38.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26.0,Stephen Davis,WAS,RB,26.0,15.0,15.0,49.0,33.0,0.0,0.0,0.0,1318.0,11.0,332.0,313.0,0.0,254.1,0.0,4.0,4.0,17.0,WAS,27.0,16.0,16.0,37.0,28.0,0.0,0.0,0.0,1432.0,5.0,356.0,205.0,0.0,215.7,0.0,6.0,3.0,75.0,WAS,28.0,12.0,12.0,33.0,23.0,0.0,0.0,0.0,820.0,7.0,207.0,142.0,1.0,159.2,0.0,4.0,4.0,20.0,CAR,29.0,14.0,14.0,17.0,14.0,0.0,0.0,0.0,1444.0,8.0,318.0,159.0,0.0,216.3,0.0,3.0,3.0,358.0,CAR,30.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,92.0,0.0,24.0,32.0,0.0,14.4,0.0,0.0,0.0,90.0,CAR,31.0,13.0,11.0,12.0,5.0,0.0,0.0,0.0,549.0,12.0,180.0,45.0,0.0,136.4,0.0,2.0,0.0
27,27.0,Tiki Barber,NYG,RB,25.0,16.0,12.0,95.0,70.0,0.0,0.0,0.0,1006.0,8.0,213.0,719.0,1.0,290.5,0.0,9.0,3.0,37.0,NYG,26.0,14.0,9.0,98.0,72.0,0.0,0.0,0.0,865.0,4.0,166.0,577.0,0.0,236.2,0.0,8.0,2.0,8.0,NYG,27.0,16.0,15.0,95.0,69.0,0.0,0.0,0.0,1387.0,11.0,304.0,597.0,0.0,321.4,0.0,9.0,6.0,31.0,NYG,28.0,16.0,16.0,98.0,69.0,0.0,0.0,0.0,1216.0,2.0,278.0,461.0,1.0,242.7,0.0,9.0,6.0,2.0,NYG,29.0,16.0,14.0,79.0,52.0,0.0,0.0,0.0,1518.0,13.0,322.0,578.0,2.0,347.6,0.0,5.0,2.0,3.0,NYG,30.0,16.0,16.0,70.0,54.0,0.0,0.0,1.0,1860.0,9.0,357.0,530.0,2.0,357.0,0.0,1.0,1.0
28,28.0,Joe Horn,NOR,WR,28.0,16.0,16.0,151.0,94.0,0.0,0.0,0.0,10.0,0.0,6.0,1340.0,8.0,277.0,0.0,1.0,0.0,25.0,NOR,29.0,16.0,16.0,156.0,83.0,0.0,0.0,1.0,4.0,0.0,1.0,1265.0,9.0,263.9,0.0,1.0,0.0,31.0,NOR,30.0,16.0,16.0,149.0,88.0,0.0,0.0,0.0,2.0,0.0,1.0,1312.0,7.0,261.4,0.0,1.0,0.0,28.0,NOR,31.0,15.0,14.0,130.0,78.0,14.0,0.0,1.0,15.0,0.0,2.0,973.0,10.0,237.36,0.0,2.0,0.0,13.0,NOR,32.0,16.0,16.0,153.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,11.0,299.9,0.0,0.0,0.0,154.0,NOR,33.0,13.0,13.0,103.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,1.0,118.4,0.0,2.0,1.0
29,29.0,Cris Carter,MIN,WR,35.0,16.0,16.0,161.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,9.0,275.4,0.0,3.0,1.0,96.0,MIN,36.0,16.0,16.0,130.0,73.0,0.0,0.0,0.0,4.0,0.0,1.0,871.0,6.0,192.5,0.0,2.0,2.0,346.0,MIA,37.0,5.0,1.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,18.6,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,Tim Brown,OAK,WR,34.0,16.0,16.0,133.0,76.0,0.0,0.0,0.0,12.0,0.0,3.0,1128.0,11.0,256.0,0.0,0.0,0.0,30.0,OAK,35.0,16.0,16.0,140.0,91.0,0.0,0.0,0.0,39.0,0.0,4.0,1165.0,9.0,263.4,0.0,1.0,1.0,123.0,OAK,36.0,16.0,16.0,127.0,81.0,0.0,0.0,0.0,19.0,0.0,6.0,930.0,2.0,187.9,0.0,3.0,0.0,157.0,OAK,37.0,16.0,15.0,94.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,2.0,120.7,0.0,0.0,0.0,277.0,TAM,38.0,15.0,4.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,48.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
